word	completeness_level	documents_info
no-ri-wo-ko-jo	COMPLETE	[(4653, True)]
no-ro	INCOMPLETE	[(40, False)]
no-sa-ro	COMPLETE	[(3695, True)]
no-si-ro	COMPLETE	[(2670, True), (4464, True)]
no-so	INCOMPLETE	[(3875, False)]
no-ta-na	INCOMPLETE	[(3059, False)]
no-to	INCOMPLETE	[(3691, False), (3811, False)]
no-u-ro	INCOMPLETE	[(3727, False)]
no-wi-jo	INCOMPLETE	[(5122, False)]
no-wo	INCOMPLETE	[(4766, False)]
no-wo-ko	INCOMPLETE	[(4677, False)]
nu-a	INCOMPLETE	[(1068, False)]
nu-ka	INCOMPLETE	[(3392, False), (4325, False), (4371, False), (4450, False), (4451, False)]
nu-po	INCOMPLETE	[(74, False)]
nu-ra-qa	INCOMPLETE	[(2937, False)]
nu-se	INCOMPLETE	[(1741, False), (2430, False)]
nu-to	COMPLETE	[(677, True), (707, True)]
nu-wa-i-ja	COMPLETE	[(4279, True), (4316, True)]
nu-wa-ja	COMPLETE	[(4282, True)]
nu-we	INCOMPLETE	[(155, False)]
nu-we-jo	INCOMPLETE	[(4284, False), (5070, False)]
nu-we-we	INCOMPLETE	[(5390, False)]
nu-wi-jo	INCOMPLETE	[(5048, False)]
nu-wo	INCOMPLETE	[(598, False)]
nwa	INCOMPLETE	[(3663, False)]
nwa-jo	INCOMPLETE	[(635, False)]
nwa-re	INCOMPLETE	[(876, False)]
o	MOSTLY_COMPLETE	[(73, True), (77, True), (78, True), (82, False), (98, False), (118, False), (134, False), (135, True), (158, True), (164, True), (175, True), (177, True), (182, True), (194, False), (196, True), (198, True), (201, True), (202, False), (208, False), (467, False), (477, False), (517, True), (666, True), (672, False), (890, False), (950, False), (963, False), (1093, True), (1650, False), (1734, False), (1811, False), (1872, False), (2211, False), (2323, False), (2667, False), (2832, False), (2877, True), (2883, True), (2884, False), (2900, True), (2902, True), (2908, True), (2914, True), (2938, True), (3139, True), (3141, True), (3142, True), (3144, True), (3145, True), (3146, True), (3149, True), (3151, True), (3152, True), (3155, True), (3158, True), (3159, True), (3163, False), (3165, True), (3167, True), (3168, True), (3170, True), (3217, True), (3218, True), (3219, True), (3220, True), (3221, True), (3222, False), (3223, True), (3224, True), (3225, True), (3226, True), (3227, True), (3228, True), (3229, True), (3230, True), (3231, True), (3232, True), (3233, True), (3234, True), (3235, True), (3236, True), (3237, True), (3238, True), (3239, True), (3240, True), (3241, True), (3242, True), (3243, True), (3244, True), (3245, True), (3246, True), (3247, True), (3248, True), (3249, True), (3250, True), (3251, True), (3252, True), (3253, True), (3254, True), (3256, True), (3285, True), (3288, True), (3290, True), (3295, True), (3304, True), (3306, True), (3310, True), (3311, False), (3316, True), (3319, True), (3320, True), (3321, True), (3322, True), (3323, True), (3324, True), (3325, True), (3326, True), (3327, True), (3328, True), (3329, True), (3333, True), (3335, False), (3336, True), (3337, False), (3339, True), (3341, True), (3342, True), (3343, True), (3344, True), (3349, True), (3360, True), (3364, False), (3365, True), (3366, True), (3369, False), (3375, True), (3376, True), (3377, True), (3378, True), (3379, True), (3380, True), (3381, True), (3382, True), (3383, True), (3384, True), (3385, False), (3386, True), (3388, True), (3389, True), (3390, True), (3391, True), (3392, True), (3393, True), (3394, False), (3395, True), (3396, True), (3397, True), (3398, True), (3399, True), (3400, True), (3401, True), (3402, True), (3403, True), (3404, True), (3405, True), (3406, True), (3409, True), (3410, True), (3411, True), (3413, True), (3414, True), (3415, True), (3416, False), (3417, False), (3419, False), (3420, True), (3421, True), (3422, True), (3423, True), (3425, True), (3427, False), (3429, True), (3430, False), (3431, True), (3433, False), (3435, False), (3441, False), (3443, True), (3444, False), (3445, True), (3449, False), (3451, False), (3487, False), (3488, True), (3490, True), (3491, True), (3494, True), (3500, False), (3524, True), (3525, True), (3529, True), (3532, True), (3535, True), (3538, False), (3547, True), (3574, False), (3579, True), (3597, True), (3633, True), (3660, True), (3670, False), (3689, True), (3702, True), (3704, False), (3710, True), (3749, True), (3758, True), (3767, True), (4043, False), (4126, False), (4142, True), (4151, False), (4165, True), (4166, True), (4176, False), (4178, True), (4181, True), (4185, True), (4262, False), (4284, False), (4409, True), (4432, False), (4438, True), (4439, True), (4450, False), (4477, True), (4492, True), (4502, True), (4509, False), (4655, True), (4669, True), (4673, False), (4689, True), (4717, False), (4722, False), (4723, False), (4729, False), (4958, False), (5094, False), (5095, True), (5099, True), (5101, True), (5102, True), (5106, True), (5109, True), (5137, False), (5251, False), (5269, False), (5294, False), (5358, False), (5373, True), (5392, True), (5399, False), (5407, False), (5412, True), (5531, False), (5538, False), (5568, False), (5575, False), (5674, False)]
o-*22-di	COMPLETE	[(2681, True)]
o-*34-ta	COMPLETE	[(4724, True)]
o-*34-ta-qe	COMPLETE	[(4718, True)]
o-*64	INCOMPLETE	[(4704, False)]
o-a-ke-re-se	COMPLETE	[(4737, True)]
o-a-po-te	COMPLETE	[(4456, True)]
o-a-pu	INCOMPLETE	[(756, False)]
o-da	INCOMPLETE	[(2701, False)]
o-da-ha	MOSTLY_COMPLETE	[(4737, True), (4738, True), (4927, True), (4929, True), (4930, True), (4931, True), (4933, True), (4934, True), (4955, True), (4956, True), (4957, True), (5093, True), (5094, True), (5095, True), (5096, True), (5098, True), (5100, True), (5102, True), (5107, True), (5108, True), (5109, True), (5110, False), (5385, True)]
o-da-ke-we-ta	MOSTLY_COMPLETE	[(519, False), (574, True)]
o-da-ku-we-ta	COMPLETE	[(557, True), (4296, True)]
o-da-ra-o	COMPLETE	[(707, True)]
o-da-sa-to	INCOMPLETE	[(4717, False), (5426, False)]
o-da-tu-we-ta	COMPLETE	[(555, True)]
o-da-twe-ta	MOSTLY_COMPLETE	[(558, True), (562, True), (564, True), (569, True), (570, True), (581, False)]
o-de-ka-sa-to	COMPLETE	[(5269, True)]
o-de-qa-ha	INCOMPLETE	[(5264, False)]
o-di-do-si	COMPLETE	[(5404, True)]
o-do-ke	COMPLETE	[(5379, True)]
o-du	UNCERTAIN	[(676, True), (2690, False)]
o-du-*56-ro	COMPLETE	[(4710, True)]
o-du-ru-we	COMPLETE	[(2776, True)]
o-du-ru-wi-ja	COMPLETE	[(2512, True)]
o-du-ru-wi-jo	COMPLETE	[(2776, True), (5632, True)]
o-du-ru-wo	COMPLETE	[(2871, True)]
o-du-we	COMPLETE	[(143, True)]
o-ha	COMPLETE	[(5406, True)]
o-ja-de	COMPLETE	[(4108, True)]
o-ka	MOSTLY_COMPLETE	[(936, False), (4718, True), (4724, True), (4725, True), (4726, True), (4727, True), (4961, False), (4967, True), (4973, True), (5372, True)]
o-ka-ra	COMPLETE	[(1388, True), (4726, True)]
o-ka-rai	COMPLETE	[(4718, True), (4724, True), (4726, True), (4746, True)]
o-ka-ri-jo	COMPLETE	[(4774, True)]
o-ke-te	INCOMPLETE	[(953, False)]
o-ke-te-u	COMPLETE	[(5068, True)]
o-ke-u	COMPLETE	[(4798, True), (4833, True)]
o-ki	INCOMPLETE	[(1367, False)]
o-ki-ra	COMPLETE	[(4755, True)]
o-ki-ri-so	COMPLETE	[(4753, True)]
o-ki-ro	COMPLETE	[(3626, True)]
o-ko	UNCERTAIN	[(4760, True), (4949, False)]
o-ko-me-ne-u	COMPLETE	[(4817, True)]
o-ko-te	MOSTLY_COMPLETE	[(815, True), (890, True), (1022, False)]
o-ku	MOSTLY_COMPLETE	[(2698, True), (2955, True), (3384, False)]
o-ku-ka	COMPLETE	[(4750, True), (4776, True)]
o-ku-na-wo	COMPLETE	[(661, True)]
o-ku-no	COMPLETE	[(2934, True)]
o-ku-su-wa-si	COMPLETE	[(2375, True)]
o-ma	INCOMPLETE	[(5577, False)]
o-me	INCOMPLETE	[(4723, False)]
o-me-no	INCOMPLETE	[(2727, False)]
o-mi-ri-jo-i	COMPLETE	[(3950, True)]
o-mi-ri-so	COMPLETE	[(2779, True)]
o-mo	INCOMPLETE	[(485, False)]
o-mo-pi	COMPLETE	[(481, True)]
o-mu-ka-ra	COMPLETE	[(135, True)]
o-na	COMPLETE	[(155, True), (3997, True), (4466, True), (4807, True), (4812, True), (5362, True)]
o-na-ja	COMPLETE	[(3117, True)]
o-na-jo	MOSTLY_COMPLETE	[(3203, False), (3869, True), (5073, True)]
o-na-se-u	COMPLETE	[(697, True), (4732, True), (5064, True), (5066, True), (5070, True)]
o-na-ta	MOSTLY_COMPLETE	[(4857, True), (4926, True), (4927, True), (4929, True), (4930, True), (5699, False)]
o-na-te-re	MOSTLY_COMPLETE	[(4931, True), (4933, True), (4934, True), (5425, False)]
o-na-to	MOSTLY_COMPLETE	[(4787, True), (4788, True), (4790, True), (4791, True), (4795, True), (4796, False), (4797, True), (4798, True), (4800, True), (4804, False), (4806, True), (4808, True), (4809, True), (4810, True), (4813, True), (4814, True), (4815, True), (4816, True), (4817, True), (4819, True), (4820, True), (4821, True), (4826, True), (4827, True), (4828, True), (4830, True), (4832, True), (4834, True), (4836, True), (4838, True), (4840, True), (4841, True), (4842, True), (4848, True), (4851, True), (4853, True), (4854, True), (4858, True), (4860, True), (4861, True), (4862, True), (4863, True), (4865, False), (4866, True), (4867, True), (4869, True), (4873, True), (4874, False), (4876, True), (4880, True), (4882, True), (4884, True), (4885, True), (4886, True), (4887, False), (4889, True), (4890, True), (4891, True), (4893, True), (4894, True), (4895, True), (4896, True), (4898, False), (4902, True), (4903, True), (4904, True), (4905, False), (4906, True), (4910, True), (4912, True), (4916, True), (4917, True), (4918, True), (4919, True), (4920, True), (4921, True), (4922, True), (4923, False), (4925, True), (4931, True), (4933, True), (4934, True), (4935, True), (4936, True), (4937, True), (4938, True), (4940, True), (4941, True), (4943, True), (4944, True), (4946, True), (4947, True), (4948, True), (4949, True), (4950, True), (4951, True), (4953, True), (4954, True), (4956, True)]
o-ne	INCOMPLETE	[(2835, False), (4198, False), (4211, False), (4514, False)]
o-ne-ryo-i	INCOMPLETE	[(4520, False)]
o-ne-u	COMPLETE	[(3181, True)]
o-ni-ti-ja-pi	COMPLETE	[(5346, True)]
o-no	UNCERTAIN	[(227, False), (2342, True), (2343, True), (2826, True), (2827, False), (3942, True), (3943, True), (3955, True), (3965, True), (4007, True), (4289, False), (4466, True), (4698, True), (4723, False), (4729, True), (5381, True), (5395, False), (5537, False)]
o-no-ka-ra	INCOMPLETE	[(5155, False)]
o-no-we-wo-ro	INCOMPLETE	[(2301, False)]
o-nu	MOSTLY_INCOMPLETE	[(137, True), (2303, False), (4449, False), (4452, False)]
o-nu-ka	MOSTLY_COMPLETE	[(127, False), (4434, True), (4437, True)]
o-nu-ke	COMPLETE	[(138, True), (779, True), (4464, True), (4467, True)]
o-nu-ke-ja	COMPLETE	[(4589, True)]
o-nu-ke-ja-o	COMPLETE	[(4657, True)]
o-o-pe-ro-si	COMPLETE	[(5259, True)]
o-pa	MOSTLY_COMPLETE	[(453, True), (464, True), (498, True), (562, True), (784, True), (787, True), (790, True), (2315, True), (2644, True), (2828, True), (3465, True), (3879, True), (4286, True), (4710, False), (5335, True), (5443, True), (5447, False), (5448, True), (5449, True), (5450, True)]
o-pa-ro-ze	COMPLETE	[(5394, True)]
o-pa-we	INCOMPLETE	[(3601, False)]
o-pa-wo-ne-ja	COMPLETE	[(3934, True)]
o-pa-wo-ta	MOSTLY_COMPLETE	[(546, False), (549, True), (553, True), (554, True), (5336, True), (5339, True)]
o-pe	MOSTLY_INCOMPLETE	[(33, False), (1373, False), (2364, False), (2708, True), (4729, False)]
o-pe-qa	COMPLETE	[(4768, True)]
o-pe-ra-no	COMPLETE	[(5066, True), (5070, True)]
o-pe-ra-no-re	COMPLETE	[(2358, True)]
o-pe-ra-no-ro	COMPLETE	[(2380, True)]
o-pe-re	INCOMPLETE	[(919, False)]
o-pe-re-ra	INCOMPLETE	[(730, False)]
o-pe-re-ta	COMPLETE	[(4708, True), (4774, True)]
o-pe-ri	INCOMPLETE	[(5722, False)]
o-pe-ro	MOSTLY_COMPLETE	[(571, True), (574, True), (1189, True), (1469, False), (2332, True), (2756, False), (4146, False), (4147, True), (4165, True), (4200, True), (4202, True), (4215, False), (4252, False), (4258, True), (4295, True), (4630, True), (4631, True), (4632, True), (4633, True), (4634, True), (4635, True), (4636, False), (4637, True), (4645, True), (4661, True), (4729, True), (4747, True), (4769, True), (4870, True), (4951, False), (4987, True), (5097, True), (5098, True), (5099, True), (5102, True), (5104, True), (5108, True), (5110, True), (5259, True), (5370, True), (5371, True), (5474, True), (5483, True)]
o-pe-ro-qe	UNCERTAIN	[(4849, False), (4951, True)]
o-pe-ro-sa	COMPLETE	[(4953, True)]
o-pe-ro-sa-de	COMPLETE	[(4859, True)]
o-pe-ro-ta	COMPLETE	[(4729, True)]
o-pe-ro-te	UNCERTAIN	[(4729, True), (4738, False)]
o-pe-se-to	COMPLETE	[(4771, True)]
o-pe-ta	COMPLETE	[(2707, True)]
o-pe-te-re-u	COMPLETE	[(4825, True), (4856, True)]
o-pe-te-we	COMPLETE	[(575, True)]
o-pe-te-wo-qe	INCOMPLETE	[(4280, False)]
o-pe-to-re-u	COMPLETE	[(4953, True)]
o-pi	MOSTLY_COMPLETE	[(131, True), (132, False), (134, True), (141, True), (142, True), (629, True), (697, True), (795, True), (918, False), (1061, False), (1256, False), (1264, False), (1274, True), (1350, False), (1711, False), (1713, True), (1717, True), (1912, False), (2303, True), (2678, True), (3961, True), (4274, True), (4283, True), (4301, False), (4460, True), (4464, True), (4477, True), (4676, True), (4679, True), (4681, True), (4686, True)]
o-pi-da-mi-jo	COMPLETE	[(4730, True), (4772, True)]
o-pi-de-so-mo	COMPLETE	[(5372, True)]
o-pi-e-de-i	COMPLETE	[(4732, True)]
o-pi-ha-ra	COMPLETE	[(4726, True)]
o-pi-i-ja-pi	COMPLETE	[(451, True), (453, True), (454, True), (455, True), (456, True), (458, True), (459, True), (460, True), (461, True), (462, True), (465, True), (467, True), (505, True), (524, True)]
o-pi-ka-pe-e-we-qe	COMPLETE	[(5072, True)]
o-pi-ke-re-mi-ni-ja	COMPLETE	[(5347, True), (5352, True)]
o-pi-ke-re-mi-ni-ja-pi	COMPLETE	[(5346, True), (5347, True)]
o-pi-ke-ri-jo	COMPLETE	[(4723, True)]
o-pi-ke-ri-jo-de	COMPLETE	[(4729, True)]
o-pi-ke-wi-ri-je-u	COMPLETE	[(5348, True)]
o-pi-ko-ru-si-ja	UNCERTAIN	[(549, False), (553, True)]
o-pi-ko-wo	COMPLETE	[(5075, True)]
o-pi-me-ne	UNCERTAIN	[(4982, False)]
o-pi-qi-na	COMPLETE	[(4434, True)]
o-pi-ra-i-ja	COMPLETE	[(4782, True)]
o-pi-rai-te-re	COMPLETE	[(5408, True)]
o-pi-ri-mi-ni-jo	COMPLETE	[(291, True)]
o-pi-ro-qo	COMPLETE	[(4565, True), (4622, True), (4670, True)]
o-pi-si-jo	COMPLETE	[(2677, True), (2680, True), (5076, True)]
o-pi-si-ri-ja-we	COMPLETE	[(4358, True), (4409, True)]
o-pi-su-ko	COMPLETE	[(5075, True)]
o-pi-su-ko-qe	COMPLETE	[(5072, True)]
o-pi-te-ke-e-u	COMPLETE	[(5373, True)]
o-pi-te-u-ke-e-we	COMPLETE	[(4700, True), (4983, True), (4984, True)]
o-pi-te-u-ke-we	COMPLETE	[(2706, True)]
o-pi-ti-ni-ja-ta	COMPLETE	[(4867, True), (4869, True)]
o-pi-tu-ra-jo	COMPLETE	[(4986, True)]
o-po-qo	COMPLETE	[(451, True), (453, True), (454, True), (455, True), (456, True), (458, True), (459, True), (461, True), (462, True), (465, True), (466, True), (467, True), (505, True), (524, True)]
o-po-ro-me-no	COMPLETE	[(4961, True), (4964, True), (4967, True)]
o-po-ro-u-si-jo	INCOMPLETE	[(2670, False)]
o-qa	COMPLETE	[(5064, True)]
o-qa-wo-ni	COMPLETE	[(4987, True)]
o-qe	COMPLETE	[(4747, True)]
o-qe-qa	COMPLETE	[(4749, True)]
o-qo-o-ki-te	COMPLETE	[(4277, True)]
o-ra	INCOMPLETE	[(3247, False)]
o-ra-qe-te	INCOMPLETE	[(5394, False)]
o-re-e-wo	COMPLETE	[(4771, True)]
o-re-ha	COMPLETE	[(4954, True)]
o-re-i	COMPLETE	[(2740, True)]
o-re-mo-a-ke-re-u	COMPLETE	[(5058, True)]
o-re-ne-a	COMPLETE	[(4280, True)]
o-re-ne-ja	UNCERTAIN	[(4304, True), (4315, False), (4432, True), (4433, False), (4445, True)]
o-re-o-po	COMPLETE	[(4517, True)]
o-re-ta	COMPLETE	[(4726, True)]
o-re-te-wo	COMPLETE	[(3524, True), (3526, True)]
o-ri-ko	COMPLETE	[(2316, True)]
o-ri-mo	COMPLETE	[(2659, True)]
o-ro-do-ko	COMPLETE	[(5413, True)]
o-ro-jo	COMPLETE	[(4957, True)]
o-ro-ke-u	COMPLETE	[(2830, True)]
o-ro-ke-we	COMPLETE	[(5053, True)]
o-ro-me-no	COMPLETE	[(4677, True), (4679, True), (4681, True)]
o-ro-qa	COMPLETE	[(676, True)]
o-ro-ti-jo	COMPLETE	[(4729, True)]
o-ru	INCOMPLETE	[(711, False)]
o-ru-ma-si-ja-jo	COMPLETE	[(4718, True)]
o-ru-ma-to	COMPLETE	[(4746, True)]
o-ru-we-ro	COMPLETE	[(5070, True)]
o-sa-po-to	COMPLETE	[(2659, True)]
o-se-ko-do	INCOMPLETE	[(3964, False)]
o-si-to	INCOMPLETE	[(5432, False)]
o-ta-ke	INCOMPLETE	[(1020, False)]
o-ta-ki	COMPLETE	[(2328, True)]
o-ta-pa-ro-te-wa-ro	COMPLETE	[(2345, True)]
o-ta-re-wo	COMPLETE	[(3880, True)]
o-te	COMPLETE	[(5350, True)]
o-te-pe-o-jo	COMPLETE	[(4957, True)]
o-te-ra	COMPLETE	[(2340, True)]
o-te-se-u	COMPLETE	[(3080, True)]
o-ti-na-wo	COMPLETE	[(4755, True)]
o-ti-ri-ja	COMPLETE	[(4550, True)]
o-ti-rya	COMPLETE	[(4599, True)]
o-ti-rya-o	COMPLETE	[(4648, True)]
o-to	COMPLETE	[(4833, True)]
o-to-ro	INCOMPLETE	[(3728, False)]
o-to-ro-qa	COMPLETE	[(3240, True), (5411, True)]
o-to-te-re	COMPLETE	[(4934, True)]
o-to-wo-o	COMPLETE	[(4710, True), (5384, True)]
o-to-wo-we-i	COMPLETE	[(5412, True)]
o-to-wo-wi-je	COMPLETE	[(2382, True)]
o-tu	COMPLETE	[(4695, True)]
o-tu-wo-we	COMPLETE	[(5066, True), (5070, True)]
o-two-we-o	COMPLETE	[(4710, True)]
o-tya-no	INCOMPLETE	[(3617, False)]
o-u	INCOMPLETE	[(2674, False)]
o-u-di-do-si	MOSTLY_COMPLETE	[(5093, True), (5094, True), (5095, True), (5096, True), (5098, True), (5100, True), (5102, True), (5108, True), (5109, True), (5110, True), (5158, False), (5163, False), (5167, True), (5215, True)]
o-u-di-do-to	COMPLETE	[(5257, True), (5258, True)]
o-u-ka	INCOMPLETE	[(2345, False)]
o-u-ki-te-mi	COMPLETE	[(671, True)]
o-u-ko	COMPLETE	[(2342, True), (2352, True)]
o-u-pa-ro-ke-ne	INCOMPLETE	[(4666, False)]
o-u-qe	COMPLETE	[(452, True), (455, True), (460, True), (463, True), (464, True), (465, True), (4737, True), (4849, True), (4950, True), (4951, True), (5399, True)]
o-u-qe-po	INCOMPLETE	[(4456, False)]
o-u-ru-to	COMPLETE	[(4726, True)]
o-u-te-mi	COMPLETE	[(671, True)]
o-u-te-ra	COMPLETE	[(2395, True)]
o-u-wo-ze	COMPLETE	[(4953, True)]
o-wa	INCOMPLETE	[(5076, False)]
o-wa-ko	COMPLETE	[(4750, True), (5070, True)]
o-wa-si-jo	COMPLETE	[(267, True)]
o-we-to	COMPLETE	[(3465, True)]
o-wi-da	COMPLETE	[(5070, True)]
o-wi-de	COMPLETE	[(4957, True), (5350, True)]
o-wi-de-ta	INCOMPLETE	[(5422, False)]
o-wi-de-ta-i	COMPLETE	[(5385, True)]
o-wi-ro	COMPLETE	[(3182, True)]
o-wi-ti-ni-jo	COMPLETE	[(4726, True)]
o-wi-to-no	MOSTLY_COMPLETE	[(4564, False), (4592, True), (4665, True), (4726, True), (4738, True)]
o-wo	INCOMPLETE	[(5710, False)]
o-wo-ta	UNCERTAIN	[(1020, False), (5070, True)]
o-wo-to	COMPLETE	[(4710, True), (5410, True)]
o-wo-we	COMPLETE	[(5344, True)]
o-wo-ze	COMPLETE	[(4859, True)]
o-za-mi	INCOMPLETE	[(4699, False)]
o-ze-to	COMPLETE	[(5410, True)]
pa	MOSTLY_COMPLETE	[(354, False), (603, True), (950, False), (1077, False), (1337, False), (1350, False), (1476, False), (1969, False), (2203, False), (2307, False), (2554, True), (2558, True), (2563, True), (2591, True), (2595, True), (2773, True), (2780, False), (2781, False), (2878, False), (3128, True), (3154, True), (3161, True), (3162, True), (3169, True), (3172, True), (3173, True), (3175, True), (3176, True), (3177, True), (3178, True), (3179, True), (3180, True), (3181, True), (3182, True), (3183, True), (3184, True), (3185, True), (3186, True), (3187, True), (3188, True), (3189, True), (3190, True), (3191, True), (3192, True), (3193, True), (3194, True), (3195, True), (3196, True), (3197, True), (3198, True), (3199, True), (3200, True), (3201, True), (3202, True), (3203, True), (3204, True), (3205, True), (3206, True), (3207, True), (3208, True), (3209, True), (3210, True), (3211, True), (3212, True), (3213, True), (3214, True), (3215, True), (3216, True), (3286, True), (3287, True), (3288, True), (3292, True), (3293, True), (3294, True), (3295, True), (3296, True), (3297, True), (3534, False), (3537, True), (3612, False), (3683, True), (3698, False), (3699, True), (3734, True), (3775, True), (3788, True), (3814, False), (3818, False), (4464, True), (4501, True), (4779, False), (4873, False), (4955, False), (5045, False), (5076, False), (5520, False), (5563, False), (5739, False)]
pa-*34-so	INCOMPLETE	[(1006, False)]
pa-da	INCOMPLETE	[(237, False)]
pa-da-je-u	MOSTLY_COMPLETE	[(4705, False), (4852, True), (4883, True), (4899, True)]
pa-da-je-we	COMPLETE	[(4922, True), (4946, True)]
pa-da-je-wo	COMPLETE	[(4946, True)]
pa-de	MOSTLY_COMPLETE	[(2773, False), (4088, True), (4098, True), (4107, True), (4145, True)]
pa-de-i	COMPLETE	[(4162, True)]
pa-de-we	COMPLETE	[(5377, True)]
pa-de-we-u	UNCERTAIN	[(4951, True)]
pa-di-jo	COMPLETE	[(286, True)]
pa-i	MOSTLY_INCOMPLETE	[(1746, False), (2030, False), (3887, True)]
pa-i-ti-ja	MOSTLY_COMPLETE	[(210, True), (1356, False), (2577, True), (2654, True), (3514, True), (3871, True), (4170, True), (4394, False), (4456, True)]
pa-i-ti-jo	COMPLETE	[(137, True)]
pa-i-to	MOSTLY_COMPLETE	[(130, True), (148, True), (239, True), (461, True), (576, True), (731, False), (916, False), (1182, False), (1203, True), (1206, False), (1350, True), (1387, False), (2875, True), (2950, True), (2951, False), (2953, True), (2954, True), (2955, True), (2956, True), (2957, True), (2984, True), (2988, True), (2993, True), (3009, True), (3049, True), (3062, True), (3063, True), (3103, False), (3113, True), (3114, True), (3177, True), (3178, True), (3193, False), (3201, True), (3209, True), (3217, True), (3288, True), (3461, True), (3465, True), (3475, True), (3542, True), (3546, False), (3549, True), (3626, True), (3628, True), (3633, True), (3787, True), (3804, True), (3862, True), (3907, True), (4131, True), (4254, True), (4459, True)]
pa-ja	INCOMPLETE	[(680, False), (729, False)]
pa-ja-ni	COMPLETE	[(2654, True)]
pa-ja-ni-jo	COMPLETE	[(4099, True)]
pa-ja-o-ne	COMPLETE	[(2773, True)]
pa-ja-ro	COMPLETE	[(2680, True)]
pa-ja-so	COMPLETE	[(3146, True), (3729, True)]
pa-ja-wo-ne	COMPLETE	[(658, True)]
pa-ka	COMPLETE	[(697, True), (4982, True)]
pa-ka-a-ka-ri	COMPLETE	[(5230, True)]
pa-ka-na	MOSTLY_COMPLETE	[(250, True), (251, True), (255, True), (258, True), (259, True), (260, True), (262, True), (263, True), (264, False), (265, False)]
pa-ke-ta	COMPLETE	[(598, True)]
pa-ke-te-ja	COMPLETE	[(4553, True), (4619, True), (4620, True)]
pa-ke-te-ja-o-qe	COMPLETE	[(4655, True)]
pa-ke-te-re	MOSTLY_COMPLETE	[(2374, False), (5414, True), (5442, True)]
pa-ke-te-ri	INCOMPLETE	[(2389, False)]
pa-ke-u	INCOMPLETE	[(5289, False)]
pa-ke-we	COMPLETE	[(4351, True)]
pa-ki	INCOMPLETE	[(679, False)]
pa-ki-ja	INCOMPLETE	[(5000, False)]
pa-ki-ja-na	MOSTLY_COMPLETE	[(4860, True), (4917, True), (4933, True), (4937, True), (5213, True)]
pa-ki-ja-na-de	COMPLETE	[(4986, True), (5018, True), (5034, True), (5406, True)]
pa-ki-ja-ne	COMPLETE	[(5405, True), (5464, True)]
pa-ki-ja-ni-ja	MOSTLY_INCOMPLETE	[(4933, True), (5077, False), (5264, False)]
pa-ki-ja-ni-jo	COMPLETE	[(5037, True)]
pa-ki-ja-ni-jo-i	COMPLETE	[(5017, True)]
pa-ki-ja-ni-jo-jo	COMPLETE	[(5025, True)]
pa-ki-ja-pi	COMPLETE	[(4859, True), (5072, True), (5100, True)]
pa-ki-ja-si	COMPLETE	[(4696, True), (4772, True), (5357, True), (5373, True), (5410, True)]
pa-ko	COMPLETE	[(4716, True), (5017, True)]
pa-ko-qe	INCOMPLETE	[(2856, False)]
pa-ko-to	COMPLETE	[(2388, True), (5348, True)]
pa-ko-wa	COMPLETE	[(5080, True)]
pa-ko-we	COMPLETE	[(5004, True), (5007, True), (5018, True), (5021, True), (5024, True), (5025, True), (5027, True), (5033, True), (5036, True), (5040, True)]
pa-ku-ryo	COMPLETE	[(4738, True), (5071, True)]
pa-ma-ko	COMPLETE	[(5391, True)]
pa-mo	INCOMPLETE	[(3781, False)]
pa-na	INCOMPLETE	[(1146, False), (3805, False)]
pa-na-ki	COMPLETE	[(2328, True)]
pa-na-pi	COMPLETE	[(4749, True)]
pa-na-re-jo	COMPLETE	[(598, True), (693, True), (2677, True), (2678, True), (4989, True)]
pa-na-so	MOSTLY_COMPLETE	[(617, True), (650, False), (1231, True), (3873, True), (4518, True)]
pa-no	INCOMPLETE	[(993, False), (1222, False), (2708, False)]
pa-pa-jo	COMPLETE	[(5059, True)]
pa-pa-ra-ko	COMPLETE	[(5074, True)]
pa-pa-ro	MOSTLY_COMPLETE	[(840, True), (975, True), (1095, False), (4773, True), (4776, True)]
pa-pu	INCOMPLETE	[(914, False)]
pa-pu-so	COMPLETE	[(5061, True)]
pa-qo-si-jo	MOSTLY_COMPLETE	[(2726, True), (5057, True), (5064, True), (5073, True), (5155, False)]
pa-qo-si-jo-jo	COMPLETE	[(5057, True)]
pa-qo-ta	UNCERTAIN	[(5066, True), (5070, False)]
pa-ra	INCOMPLETE	[(4174, False), (5377, False), (5513, False)]
pa-ra-ja	COMPLETE	[(475, True), (587, True), (588, True), (4464, True), (5316, True), (5319, True)]
pa-ra-jo	MOSTLY_COMPLETE	[(4712, True), (4748, True), (4754, True), (4774, True), (4776, True), (4955, False), (5165, True), (5339, True)]
pa-ra-ke-se-we	COMPLETE	[(4987, True)]
pa-ra-ke-te-e-u	COMPLETE	[(5073, True)]
pa-ra-ke-te-e-we	COMPLETE	[(5071, True)]
pa-ra-ke-we-qe	INCOMPLETE	[(5345, False)]
pa-ra-ko	MOSTLY_COMPLETE	[(318, False), (4854, True), (4864, True), (4937, True), (4949, True), (4951, True)]
pa-ra-ku	UNCERTAIN	[(915, False), (4752, True)]
pa-ra-ku-ja	COMPLETE	[(4429, True)]
pa-ra-ku-we	COMPLETE	[(5353, True)]
pa-ra-ku-we-qe	COMPLETE	[(5352, True)]
pa-ra-ne	COMPLETE	[(872, True)]
pa-ra-ti-jo	COMPLETE	[(2782, True)]
